Reporter Identifier,ENSG00000176014
NA21364,16.404112507070064
NA21365,25.20206309724732
NA21367,11.705070668982142
NA21368,30.259138888532878
NA21370,25.765411255777558
NA21378,22.053590778925447
NA21379,45.78744710350785
NA21381,37.95337875914059
NA21384,24.829475989064086
NA21385,19.626972623785797
NA21387,32.35634417975116
NA21388,22.596911453272728
NA21390,27.42642047157027
NA21399,3.4380402451209746
NA21400,19.64928930989016
NA21402,23.47475887107965
NA21403,21.69861718196794
NA21405,15.620758353737356
NA21408,35.77484528065999
NA21414,29.804012274281078
NA21415,14.814824108780186
NA21417,34.87335201863082
NA21418,23.05999568692127
NA21420,22.307406258577753
NA21421,11.396799563911008
NA21423,40.901881231498216
NA21434,32.710874146359025
NA21435,31.79200478465843
NA21436,22.64941753125659
NA21438,22.542348386128587
NA21440,21.996882343137326
NA21441,29.65986013754356
NA21443,23.101542708924075
NA21447,34.7394484361425
NA21448,22.37576692276824
NA21451,29.395699059503063
NA21453,36.088628839411655
NA21454,23.816766677896386
NA21457,23.81881153653927
NA21473,8.931790054216599
NA21475,42.0179061591325
NA21476,25.916254239311858
NA21478,31.624284785596064
NA21479,29.673097997859696
NA21485,40.92954227697097
NA21486,51.1113110963107
NA21488,31.650313410016594
NA21489,48.48501942641692
NA21491,36.885661017548045
NA21493,20.53382237570071
NA21509,33.57297441968463
NA21510,14.529916380169608
NA21512,41.39053312990712
NA21513,36.05864739925856
NA21517,24.63029809259121
NA21519,21.432934590462647
NA21520,32.5063692198283
NA21521,24.18996204487931
NA21522,39.81897434922353
NA21523,27.443087802440893
NA21524,27.434948225283552
NA21526,23.64541792120841
NA21528,21.710317932439803
NA21529,13.595348396057195
NA21573,11.69347736023558
NA21574,16.585396157486592
NA21575,19.599410355383093
NA21576,15.24910529539186
NA21578,10.115458212585294
NA21580,39.77365820217979
NA21582,47.6161624549145
NA21583,48.59960082766097
NA21587,24.90203554519673
NA21596,4.661347121816591
NA21597,21.585423858497577
NA21599,35.12081803890384
NA21600,15.252971464571766
NA21611,21.84754181082624
NA21613,28.46884955030204
NA21614,20.259823448070645
NA21615,15.804339870730564
NA21616,15.394019921792829
NA21617,27.256891292488266
NA21620,15.210940954805086
NA21631,8.12557507442879
NA21632,14.846318397742815
NA21634,18.780801452702104
NA21635,21.912736409982358
NA21647,15.941558550323832
NA21649,10.133400980711137
NA21650,33.041609236674056
NA21678,23.56415731825717
NA21682,18.362113179708
NA21683,26.39188662671733
NA21685,23.0346065140594
NA21686,19.872719576453946
NA21689,48.27401774136739
NA21693,22.128644022843773
NA21716,19.574310582007133
NA21717,12.67643224521817
NA21719,29.613166310312447
NA21722,20.440204241408406
NA21723,15.48197137154085
NA21733,17.034459245982898
NA21738,24.683012122301477
NA21739,26.25627957300362
NA21740,31.42676703707224
NA21741,18.893941055309806
NA21768,12.726221087310472
NA21776,17.138195964695402
NA21784,25.975712836681556
NA21825,29.642307278904706
NA21826,26.779444526269987
HG00361,29.1008644372034
HG00263,19.007991098749798
NA20525,17.0316385018928
NA12761,10.420923057092098
NA20513,51.2081352516854
NA20809,42.891435540932996
HG00182,18.6622572806352
HG00260,34.3951333504203
HG00126,31.9872744781327
HG00119,24.601644247891198
NA20815,28.6161400105118
HG00258,21.799212863428398
NA11930,25.0237863973482
NA20527,33.3399491002486
HG00159,15.762996117345901
NA20505,41.1338529330579
NA12890,4.8691202038133605
NA12778,28.227992157447602
NA07346,29.028859454741397
HG00277,21.6598613605445
HG00112,20.1506354823138
NA12546,18.6896790444615
HG00171,24.8684306212959
HG00267,26.474620971144
HG00337,20.5888478695178
NA12815,12.465507795444601
HG00231,30.0203191610213
NA11881,44.88683186896901
HG00097,22.7687710889602
NA12763,24.4849315519826
HG00377,39.4676984267621
NA20774,35.420804984944
HG00327,35.7732014852261
NA07051,19.4030778875652
NA19129,41.776737078912
HG00332,37.994731667768995
HG00138,17.537711379386
HG00282,19.3956893593777
NA20813,45.2301623084223
NA12762,41.2857497464571
NA20770,17.246176254514
HG00130,15.2250277409716
NA11832,21.161112033389895
HG00273,22.6256550126949
HG00315,34.8245005154349
NA06984,30.2534632714861
HG00338,53.695131942103004
HG00344,42.52871784775579
NA20826,19.642371773790103
NA20760,36.1735453082484
NA20814,29.190188087964202
HG00238,19.8621371575782
HG00372,34.296527430521195
NA12749,18.1062173872375
NA12044,23.677195423888307
NA18873,6.78171333594465
NA20518,53.7962906172386
HG00104,26.589606779840608
NA12400,13.8537615889512
NA12717,14.4921399832285
HG00185,19.631210966550103
NA11994,10.804411602757597
HG00376,39.06148973666029
NA20510,38.5908861896748
HG00139,11.0460089451141
HG00311,36.46300605633729
NA07357,24.530529697430506
HG00150,2.07550445104576
NA20786,50.687658662184106
HG00117,22.232585039026297
HG00152,48.4187418884383
NA12275,31.4186292531142
NA20504,38.5246090707621
HG00268,39.1810395848221
HG00235,17.501096027023
NA20524,19.8596904034737
HG00346,23.3590685820252
HG00178,24.6987254639842
HG00253,35.2683564774347
HG00364,26.7082581063579
NA20541,38.783597351423104
NA20509,31.1496170200349
HG00115,21.353654157258894
HG00127,15.627300244496901
HG00246,30.463839653945108
HG00124,15.6503205633302
NA12777,51.671907689029
NA20581,55.197315225286
NA12489,22.1533482606152
NA12347,30.2614365184743
NA18907,15.4105901438183
HG00103,29.9941264969348
HG00160,25.996970804398998
NA12872,36.8405671015004
NA12842,29.773735880269108
NA20804,32.6560529272724
HG00109,23.759880784972506
HG00373,29.880111189209
HG01334,17.097979181688302
NA20536,33.509285457264106
HG00110,23.4170339699446
HG00101,30.7593881859623
NA20765,26.446453931778397
NA20519,24.475004792080306
HG00251,43.146997482049294
HG00180,29.8092496140434
HG00345,38.478698936258
NA20790,35.7199905374901
HG00157,37.9152342949319
NA18511,33.3859817678943
NA12873,15.747936608032699
HG00099,9.35563794980244
HG00174,14.926630136382599
HG00177,38.9670339190165
NA11894,29.1179082479844
NA20514,35.3891946136537
NA20752,37.145899427006505
HG01791,28.125290076063
NA20802,60.3970643925568
HG00188,31.315070200603103
HG00278,28.2743555462717
HG00342,35.774326560401
NA11892,34.4535560468843
NA12155,25.0929603952597
HG00359,27.124529769364
NA12249,8.61041629919278
NA12342,13.003722078108003
NA12399,13.477479900608099
HG00330,7.30997868670966
NA12283,18.450189351838894
HG00325,36.2038737411353
HG00146,44.6911643824375
NA20828,34.0518280772541
NA18502,53.22253147553421
NA20816,43.6909516974413
NA12776,17.2121247289785
NA20812,42.8756673726024
HG01789,15.7365939725787
HG00149,44.739320716688994
HG00128,13.6137646921231
NA10851,11.880460253578
HG00351,20.430094322544
NA20516,37.6473010498174
HG00358,25.1316667169976
NA12340,45.499684736441495
HG00240,30.309854374615607
NA20502,31.072382954133897
NA07048,31.114240168334497
HG00189,37.8807375289383
HG00360,21.798385184356107
NA20808,29.440478821061106
HG00123,26.5628363237192
NA11831,26.1165296815698
HG00111,30.738760881869503
HG00250,22.4424879340479
HG00158,41.41620473729221
NA20800,42.4014631328474
HG00118,17.5619848171519
NA12043,30.1402564783541
NA12843,22.5588250481174
NA20530,25.1657832646274
NA20778,29.9388124503682
HG00125,12.7102418822591
NA20521,26.757968505121998
HG00281,39.1701638465547
NA20508,5.01338748789327
HG00233,31.4550004447511
NA20758,31.3933486588833
NA12383,37.6021571741487
NA12156,21.528943911202504
HG00100,29.9601425875019
NA12413,22.496118585236307
HG00148,30.708767166757998
HG00323,28.0123316440485
NA11918,-1.53087604669182
HG00365,30.9776098361727
NA20819,36.3664282295043
HG00131,25.890507148804602
NA11840,-4.1428740576792
HG00384,26.3141348723878
NA20799,34.860486713502304
NA11993,14.2323715818345
NA19092,29.956563565552397
NA20756,35.3427724686458
HG00234,56.252407665447706
NA20795,18.8207726286561
NA12341,3.1105621060846502
HG00339,29.939088122385
HG00141,27.191178654794196
HG00343,28.374302026787
NA12287,8.5651313900342
HG00371,36.4549450712366
HG01790,26.2572284694142
HG00183,17.600214824491502
HG00280,24.470314237947697
NA20528,22.707963984955807
NA10847,29.901123545839
NA12827,43.9991859991205
HG00132,13.340471798165
HG00121,36.644079875978605
HG00137,21.024815107453602
NA12750,21.6802716648731
HG00353,13.570760472877
HG00181,40.596506837723
NA12234,23.956084902529803
HG00142,49.7807728840753
HG00257,18.7288754180729
HG00173,21.729985383325506
HG00145,51.9856494538134
NA20801,26.579369473783608
NA12812,43.117249458600206
NA12272,23.663665478213396
HG00261,23.0573739278232
HG00133,24.7395131346403
HG00120,29.8650871963763
NA20582,17.1778457389206
NA18908,40.67739973208271
HG00143,25.5834266520844
HG00136,23.23085590173
HG00108,22.375371433282197
HG00122,27.083967520746302
NA20517,23.6893879076368
NA20759,46.227370482069
NA20796,30.581894005462303
NA12874,20.876315358657397
NA20757,46.1461790412497
NA20805,28.6774573395392
NA06986,24.898596317722998
NA20803,62.096190058814706
HG00242,28.2876564920623
HG00356,60.6027507358676
HG00328,24.5068275979213
NA06994,52.82191576692021
HG00266,33.5160458456853
NA20538,37.7102269081225
HG00247,34.1609767736093
NA20811,30.997347075496503
HG00096,41.810194436924796
HG00154,47.01595275778789
NA11931,41.336642179616
NA11995,4.16914632079942
HG00335,43.4559148324104
NA12716,43.5001511465239
HG00378,30.1655098660489
HG00336,17.4473693557146
NA11830,15.1927883071187
HG00285,18.998942943135106
HG00274,20.030092836498397
NA12760,40.2220490924121
NA12829,13.3963366909691
HG00239,15.1972921180653
NA06985,11.0943670956317
NA20537,27.057173690591803
HG00129,32.8943246352597
HG00265,34.2768851319644
NA20539,49.5625975999122
NA20761,36.931857441930106
HG00284,25.146710690964998
HG00320,18.453238791476
NA20797,11.560749063845902
NA20540,28.689966187793694
HG00369,31.8512487316219
HG00379,25.778518024914604
NA07347,4.26976442893084
HG00155,15.6772356971018
NA20529,50.516714041238394
HG00187,38.39517459483179
NA06989,35.8587859344967
HG00383,7.64509395189309
NA12144,44.0832514389566
HG00309,20.2620143628012
HG00380,18.756896950429105
NA12154,17.5151614455131
HG00334,15.1059978735552
NA11829,8.594549939710099
NA20515,20.4170065645745
HG00252,66.9721947497956
NA12058,10.9250979862673
NA12751,17.6968139303143
NA20785,41.1479945496953
HG00102,22.732025610224905
HG00312,32.1661142126856
NA20772,40.969895688076
HG00349,17.171281518593698
NA20543,43.94436083715161
NA12282,31.406823697203002
NA20507,15.2893956872051
NA20773,21.0843655815998
NA20531,31.1567354000003
HG00106,28.0795657145647
NA20754,31.9922255020544
HG00176,18.0434585179434
NA20769,56.2217912122034
NA20520,29.6001039539855
HG00362,38.96785100886221
NA20588,34.73375750156089
HG00331,22.260970802352094
NA20766,0.836049803424284
HG00271,19.096017118336306
HG00375,27.5340836097404
HG00355,35.4698139309806
HG00341,37.387758981826295
NA20798,30.748943905637496
HG00313,39.1385628410312
HG00134,23.6376900892869
NA20585,33.4265779438895
HG00156,36.3033921053108
NA12005,62.6606145849933
HG00310,28.948526718963798
HG00329,16.764084909134
HG02215,26.3126368870714
NA20787,28.4407995456786
HG00255,22.7964302893744
HG00366,27.403760095816
NA12273,17.435863568464
NA20589,18.943772134227
HG00326,3.5714285324759305
NA20807,30.1906072514992
HG00306,27.5919640532943
HG00308,26.448520740558
NA12004,16.8552187160084
HG00276,31.480823603927107
HG00264,29.0364731849672
NA11843,12.842139795569999
NA20768,18.0923540694464
NA20771,23.288644995486607
NA12045,27.6547639230747
NA20542,12.960099217716902
HG00232,24.159303021651503
NA07056,0.588509848208748
HG00243,28.4775663213281
NA20783,60.2948114123952
HG00179,20.1156759146041
NA07037,2.2086313796151
HG00324,18.3522195685535
NA20792,41.8497500763451
HG00135,20.8007498426857
HG00269,28.865943218400602
HG00244,25.767108303861495
NA12830,54.770002680252894
HG00105,19.0015257006991
HG00321,24.7184838248138
NA12889,33.8179270080812
HG00245,23.014815901594602
NA11992,7.194482738674541
NA12813,17.2609053568824
HG00236,22.8180556763024
NA12814,24.621649947582803
NA12775,14.2006847266795
HG00249,12.579540080172201
HG00367,28.103307247220503
NA20586,17.6689828424684
NA20532,37.7421979035562
HG00275,19.7470953234318
NA20810,31.675719785467802
NA12286,28.6223319147285
NA12348,16.434220498113
HG00256,22.4715649715874
NA20806,33.9011804982749
HG00382,51.09740214094089
HG00151,19.256137161659694
NA11920,14.5328417050008
HG00116,35.756766973147705
HG00259,26.9667143211788
NA20544,21.5943971019711
HG00272,28.678693547722997
NA20512,39.72316724450261
HG00262,35.7367727599195
NA11893,13.7802895746325
NA20534,15.4334675982478
NA12006,31.4179284605563
NA12718,18.930833487119802
HG00350,30.1591257142703
NA18510,26.2240820435912
HG00381,31.463203145796104
NA20506,21.7693432301234
HG00114,23.8897028700005
NA20503,33.9121169245388
NA20535,26.2657921040831
HG00319,23.658426512073802
HG00186,35.0017622669083
