HG01615	HG01615	1
HG01617	HG01617	1
HG01618	HG01618	1
HG01619	HG01619	1
HG01620	HG01620	1
HG01623	HG01623	1
HG01624	HG01624	1
HG01625	HG01625	1
HG01626	HG01626	1
HG01628	HG01628	1
HG01630	HG01630	1
HG01631	HG01631	1
HG01632	HG01632	1
HG01668	HG01668	1
HG01669	HG01669	1
HG01670	HG01670	1
HG01672	HG01672	1
HG01673	HG01673	1
HG01675	HG01675	1
HG01676	HG01676	1
HG01678	HG01678	1
HG01679	HG01679	1
HG01680	HG01680	1
HG01682	HG01682	1
HG01684	HG01684	1
HG01685	HG01685	1
HG01686	HG01686	1
HG01694	HG01694	1
HG01695	HG01695	1
HG01697	HG01697	1
HG01699	HG01699	1
HG01700	HG01700	1
HG01702	HG01702	1
HG01704	HG01704	1
HG01705	HG01705	1
HG01707	HG01707	1
HG01708	HG01708	1
HG01709	HG01709	1
HG01710	HG01710	1
HG01746	HG01746	1
HG01747	HG01747	1
HG01756	HG01756	1
HG01757	HG01757	1
HG01761	HG01761	1
HG01762	HG01762	1
HG01765	HG01765	1
HG01766	HG01766	1
HG01767	HG01767	1
HG01768	HG01768	1
HG01770	HG01770	1
HG01771	HG01771	1
HG01773	HG01773	1
HG01775	HG01775	1
HG01776	HG01776	1
HG01777	HG01777	1
HG01779	HG01779	1
HG01781	HG01781	1
HG01783	HG01783	1
HG01784	HG01784	1
HG01785	HG01785	1
HG01786	HG01786	1
HG01789	HG01789	1
HG01790	HG01790	1
HG01791	HG01791	1
HG01794	HG01794	3
HG01795	HG01795	3
HG01796	HG01796	3
HG01797	HG01797	3
HG01798	HG01798	3
HG01799	HG01799	3
HG01800	HG01800	3
HG01801	HG01801	3
HG01802	HG01802	3
HG01804	HG01804	3
HG01805	HG01805	3
HG01806	HG01806	3
HG01807	HG01807	3
HG01808	HG01808	3
HG01809	HG01809	3
HG01810	HG01810	3
HG01811	HG01811	3
HG01812	HG01812	3
HG01813	HG01813	3
HG01815	HG01815	3
HG01816	HG01816	3
HG01817	HG01817	3
HG01840	HG01840	3
HG01841	HG01841	3
HG01842	HG01842	3
HG01843	HG01843	3
HG01844	HG01844	3
HG01845	HG01845	3
HG01846	HG01846	3
HG01847	HG01847	3
HG01848	HG01848	3
HG01849	HG01849	3
HG01850	HG01850	3
HG01851	HG01851	3
HG01852	HG01852	3
HG01853	HG01853	3
HG01855	HG01855	3
HG01857	HG01857	3
HG01858	HG01858	3
HG01859	HG01859	3
HG01860	HG01860	3
HG01861	HG01861	3
HG01862	HG01862	3
HG01863	HG01863	3
HG01864	HG01864	3
HG01865	HG01865	3
HG01866	HG01866	3
HG01867	HG01867	3
HG01868	HG01868	3
HG01869	HG01869	3
HG01870	HG01870	3
HG01871	HG01871	3
HG01872	HG01872	3
HG01873	HG01873	3
HG01874	HG01874	3
HG01878	HG01878	3
HG01879	HG01879	0
HG01880	HG01880	0
HG01882	HG01882	0
HG01883	HG01883	0
HG01885	HG01885	0
HG01886	HG01886	0
HG01889	HG01889	0
HG01890	HG01890	0
HG01892	HG01892	4
HG01893	HG01893	4
HG01894	HG01894	0
HG01896	HG01896	0
HG01912	HG01912	0
HG01914	HG01914	0
HG01915	HG01915	0
HG01917	HG01917	4
HG01918	HG01918	4
HG01920	HG01920	4
HG01921	HG01921	4
HG01923	HG01923	4
HG01924	HG01924	4
HG01926	HG01926	4
HG01927	HG01927	4
HG01932	HG01932	4
HG01933	HG01933	4
HG01935	HG01935	4
HG01936	HG01936	4
HG01938	HG01938	4
HG01939	HG01939	4
HG01941	HG01941	4
HG01942	HG01942	4
HG01944	HG01944	4
HG01945	HG01945	4
HG01947	HG01947	4
HG01948	HG01948	4
HG01950	HG01950	4
HG01951	HG01951	4
HG01953	HG01953	4
HG01954	HG01954	4
HG01956	HG01956	0
HG01958	HG01958	0
HG01961	HG01961	4
HG01965	HG01965	4
HG01967	HG01967	4
HG01968	HG01968	4
HG01970	HG01970	4
HG01971	HG01971	4
HG01973	HG01973	4
HG01974	HG01974	4
HG01976	HG01976	4
HG01977	HG01977	4
HG01979	HG01979	4
HG01980	HG01980	4
HG01982	HG01982	4
HG01985	HG01985	0
HG01986	HG01986	0
HG01988	HG01988	0
HG01989	HG01989	0
HG01990	HG01990	0
HG01991	HG01991	4
HG01992	HG01992	4
HG01997	HG01997	4
HG02002	HG02002	4
HG02003	HG02003	4
HG02006	HG02006	4
HG02008	HG02008	4
HG02009	HG02009	0
HG02010	HG02010	0
HG02012	HG02012	0
HG02013	HG02013	0
HG02014	HG02014	0
HG02016	HG02016	3
HG02017	HG02017	3
HG02019	HG02019	3
HG02020	HG02020	3
HG02023	HG02023	3
HG02025	HG02025	3
HG02026	HG02026	3
HG02028	HG02028	3
HG02029	HG02029	3
HG02031	HG02031	3
HG02032	HG02032	3
HG02035	HG02035	3
HG02040	HG02040	3
HG02047	HG02047	3
HG02048	HG02048	3
HG02049	HG02049	3
HG02050	HG02050	3
HG02051	HG02051	0
HG02052	HG02052	0
HG02053	HG02053	0
HG02054	HG02054	0
HG02057	HG02057	3
HG02058	HG02058	3
HG02060	HG02060	3
HG02061	HG02061	3
HG02064	HG02064	3
HG02067	HG02067	3
HG02069	HG02069	3
HG02070	HG02070	3
HG02072	HG02072	3
HG02073	HG02073	3
HG02075	HG02075	3
HG02076	HG02076	3
HG02078	HG02078	3
HG02079	HG02079	3
HG02081	HG02081	3
HG02082	HG02082	3
HG02084	HG02084	3
HG02085	HG02085	3
HG02086	HG02086	3
HG02087	HG02087	3
HG02088	HG02088	3
HG02089	HG02089	4
HG02090	HG02090	4
HG02095	HG02095	0
HG02102	HG02102	4
HG02104	HG02104	4
HG02105	HG02105	4
HG02107	HG02107	0
HG02108	HG02108	0
HG02111	HG02111	0
HG02113	HG02113	3
HG02116	HG02116	3
HG02121	HG02121	3
HG02122	HG02122	3
HG02127	HG02127	3
HG02128	HG02128	3
HG02130	HG02130	3
HG02131	HG02131	3
HG02133	HG02133	3
HG02134	HG02134	3
HG02136	HG02136	3
HG02137	HG02137	3
HG02138	HG02138	3
HG02139	HG02139	3
HG02140	HG02140	3
HG02141	HG02141	3
HG02142	HG02142	3
HG02143	HG02143	0
HG02144	HG02144	0
HG02146	HG02146	4
HG02147	HG02147	4
HG02150	HG02150	4
HG02151	HG02151	3
HG02152	HG02152	3
HG02153	HG02153	3
HG02154	HG02154	3
HG02155	HG02155	3
HG02156	HG02156	3
HG02164	HG02164	3
HG02165	HG02165	3
HG02166	HG02166	3
HG02178	HG02178	3
HG02179	HG02179	3
HG02180	HG02180	3
HG02181	HG02181	3
HG02182	HG02182	3
HG02184	HG02184	3
HG02185	HG02185	3
HG02186	HG02186	3
HG02187	HG02187	3
HG02188	HG02188	3
HG02190	HG02190	3
HG02215	HG02215	1
HG02219	HG02219	1
HG02220	HG02220	1
HG02221	HG02221	1
HG02223	HG02223	1
HG02224	HG02224	1
HG02230	HG02230	1
HG02231	HG02231	1
HG02232	HG02232	1
HG02233	HG02233	1
HG02235	HG02235	1
HG02236	HG02236	1
HG02238	HG02238	1
HG02239	HG02239	1
HG02250	HG02250	3
HG02252	HG02252	4
HG02253	HG02253	4
HG02255	HG02255	0
HG02256	HG02256	0
HG02259	HG02259	4
HG02260	HG02260	4
HG02262	HG02262	4
HG02265	HG02265	4
HG02266	HG02266	4
HG02271	HG02271	4
HG02272	HG02272	4
HG02274	HG02274	4
HG02275	HG02275	4
HG02277	HG02277	4
HG02278	HG02278	4
HG02281	HG02281	0
HG02282	HG02282	0
HG02283	HG02283	0
HG02284	HG02284	0
HG02285	HG02285	4
HG02286	HG02286	4
HG02291	HG02291	4
HG02292	HG02292	4
HG02298	HG02298	4
HG02299	HG02299	4
HG02301	HG02301	4
HG02304	HG02304	4
HG02307	HG02307	0
HG02308	HG02308	0
HG02309	HG02309	0
HG02312	HG02312	4
HG02314	HG02314	0
HG02315	HG02315	0
HG02317	HG02317	0
HG02318	HG02318	0
HG02322	HG02322	0
HG02323	HG02323	0
HG02325	HG02325	0
HG02330	HG02330	0
HG02332	HG02332	0
HG02334	HG02334	0
HG02337	HG02337	0
HG02339	HG02339	0
HG02343	HG02343	0
HG02345	HG02345	4
HG02348	HG02348	4
HG02351	HG02351	3
HG02353	HG02353	3
HG02355	HG02355	3
HG02356	HG02356	3
HG02360	HG02360	3
HG02364	HG02364	3
HG02367	HG02367	3
HG02371	HG02371	3
HG02373	HG02373	3
HG02374	HG02374	3
HG02375	HG02375	3
HG02379	HG02379	3
HG02380	HG02380	3
HG02382	HG02382	3
HG02383	HG02383	3
HG02384	HG02384	3
HG02385	HG02385	3
HG02386	HG02386	3
HG02389	HG02389	3
HG02390	HG02390	3
HG02391	HG02391	3
HG02392	HG02392	3
HG02394	HG02394	3
HG02395	HG02395	3
HG02396	HG02396	3
HG02397	HG02397	3
HG02398	HG02398	3
HG02399	HG02399	3
HG02401	HG02401	3
HG02402	HG02402	3
HG02406	HG02406	3
HG02407	HG02407	3
HG02408	HG02408	3
HG02409	HG02409	3
HG02410	HG02410	3
HG02419	HG02419	0
HG02420	HG02420	0
HG02425	HG02425	4
HG02427	HG02427	0
HG02429	HG02429	0
HG02433	HG02433	0
HG02439	HG02439	0
HG02442	HG02442	0
HG02445	HG02445	0
HG02449	HG02449	0
HG02450	HG02450	0
HG02455	HG02455	0
HG02461	HG02461	0
HG02462	HG02462	0
HG02464	HG02464	0
HG02465	HG02465	0
HG02470	HG02470	0
HG02471	HG02471	0
HG02476	HG02476	0
HG02477	HG02477	0
HG02479	HG02479	0
HG02481	HG02481	0
HG02484	HG02484	0
HG02485	HG02485	0
HG02489	HG02489	0
HG02490	HG02490	2
HG02491	HG02491	2
HG02493	HG02493	2
HG02494	HG02494	2
HG02496	HG02496	0
HG02497	HG02497	0
HG02501	HG02501	0
HG02502	HG02502	0
HG02505	HG02505	0
HG02508	HG02508	0
HG02511	HG02511	0
HG02512	HG02512	3
HG02513	HG02513	3
HG02521	HG02521	3
HG02522	HG02522	3
HG02536	HG02536	0
HG02537	HG02537	0
HG02541	HG02541	0
HG02545	HG02545	0
HG02546	HG02546	0
HG02549	HG02549	0
HG02554	HG02554	0
HG02555	HG02555	0
HG02557	HG02557	0
HG02558	HG02558	0
HG02561	HG02561	0
HG02562	HG02562	0
HG02568	HG02568	0
HG02570	HG02570	0
HG02571	HG02571	0
HG02573	HG02573	0
HG02574	HG02574	0
HG02577	HG02577	0
HG02580	HG02580	0
HG02582	HG02582	0
HG02583	HG02583	0
HG02585	HG02585	0
HG02586	HG02586	0
HG02588	HG02588	0
HG02589	HG02589	0
HG02594	HG02594	0
HG02595	HG02595	0
HG02597	HG02597	2
HG02600	HG02600	2
HG02601	HG02601	2
HG02603	HG02603	2
HG02604	HG02604	2
HG02610	HG02610	0
HG02611	HG02611	0
HG02613	HG02613	0
HG02614	HG02614	0
HG02620	HG02620	0
HG02621	HG02621	0
HG02623	HG02623	0
HG02624	HG02624	0
HG02628	HG02628	0
HG02629	HG02629	0
HG02634	HG02634	0
HG02635	HG02635	0
HG02642	HG02642	0
HG02643	HG02643	0
HG02645	HG02645	0
HG02646	HG02646	0
HG02648	HG02648	2
HG02649	HG02649	2
HG02651	HG02651	2
HG02652	HG02652	2
HG02654	HG02654	2
HG02655	HG02655	2
HG02657	HG02657	2
HG02658	HG02658	2
HG02660	HG02660	2
HG02661	HG02661	2
HG02666	HG02666	0
HG02667	HG02667	0
HG02675	HG02675	0
HG02676	HG02676	0
HG02678	HG02678	0
HG02679	HG02679	0
HG02681	HG02681	2
HG02682	HG02682	2
HG02684	HG02684	2
HG02685	HG02685	2
HG02687	HG02687	2
HG02688	HG02688	2
HG02690	HG02690	2
HG02691	HG02691	2
HG02694	HG02694	2
HG02696	HG02696	2
HG02697	HG02697	2
HG02699	HG02699	2
HG02700	HG02700	2
HG02702	HG02702	0
HG02703	HG02703	0
HG02715	HG02715	0
HG02716	HG02716	0
HG02721	HG02721	0
HG02722	HG02722	0
HG02724	HG02724	2
HG02725	HG02725	2
HG02727	HG02727	2
HG02728	HG02728	2
HG02731	HG02731	2
HG02733	HG02733	2
HG02734	HG02734	2
HG02736	HG02736	2
HG02737	HG02737	2
HG02756	HG02756	0
HG02757	HG02757	0
HG02759	HG02759	0
HG02760	HG02760	0
HG02763	HG02763	0
HG02768	HG02768	0
HG02769	HG02769	0
HG02771	HG02771	0
HG02772	HG02772	0
HG02774	HG02774	2
HG02775	HG02775	2
HG02778	HG02778	2
HG02780	HG02780	2
HG02783	HG02783	2
HG02784	HG02784	2
HG02786	HG02786	2
HG02787	HG02787	2
HG02789	HG02789	2
HG02790	HG02790	2
HG02792	HG02792	2
HG02793	HG02793	2
HG02798	HG02798	0
HG02799	HG02799	0
HG02804	HG02804	0
HG02805	HG02805	0
HG02807	HG02807	0
HG02808	HG02808	0
HG02810	HG02810	0
HG02811	HG02811	0
HG02813	HG02813	0
HG02814	HG02814	0
HG02816	HG02816	0
HG02817	HG02817	0
HG02819	HG02819	0
HG02820	HG02820	0
HG02836	HG02836	0
HG02837	HG02837	0
HG02839	HG02839	0
HG02840	HG02840	0
HG02851	HG02851	0
HG02852	HG02852	0
HG02854	HG02854	0
HG02855	HG02855	0
HG02860	HG02860	0
HG02861	HG02861	0
HG02870	HG02870	0
HG02878	HG02878	0
HG02879	HG02879	0
HG02881	HG02881	0
HG02882	HG02882	0
HG02884	HG02884	0
HG02885	HG02885	0
HG02887	HG02887	0
HG02888	HG02888	0
HG02890	HG02890	0
HG02891	HG02891	0
HG02895	HG02895	0
HG02896	HG02896	0
HG02922	HG02922	0
HG02923	HG02923	0
HG02938	HG02938	0
HG02941	HG02941	0
HG02943	HG02943	0
HG02944	HG02944	0
HG02946	HG02946	0
HG02947	HG02947	0
HG02952	HG02952	0
HG02953	HG02953	0
HG02968	HG02968	0
HG02970	HG02970	0
HG02971	HG02971	0
HG02973	HG02973	0
HG02974	HG02974	0
HG02976	HG02976	0
HG02977	HG02977	0
HG02979	HG02979	0
HG02981	HG02981	0
HG02982	HG02982	0
HG02983	HG02983	0
HG03006	HG03006	2
HG03007	HG03007	2
HG03009	HG03009	2
HG03012	HG03012	2
HG03015	HG03015	2
HG03016	HG03016	2
HG03018	HG03018	2
HG03019	HG03019	2
HG03021	HG03021	2
HG03022	HG03022	2
HG03024	HG03024	0
HG03025	HG03025	0
HG03027	HG03027	0
HG03028	HG03028	0
HG03039	HG03039	0
HG03040	HG03040	0
HG03045	HG03045	0
HG03046	HG03046	0
HG03048	HG03048	0
HG03049	HG03049	0
HG03052	HG03052	0
HG03054	HG03054	0
